#,Game,Date,Price,Review,Owners,Playtime,Developer,Publisher,Month
758,Bishojo Mangekyo Kotowari to Meikyu no Shojo,20-Jun-21,24.59,0,350000,00:00 (00:00),"ωstar, Seikei Production",Seikei Production,6
759,Edge Of Eternity,8-Jun-21,11.99,0,350000,00:00 (00:00),Midgar Studio,"Dear Villagers, Maple Whispering Limited",6
761,Feign,23-Oct-21,3.99,0,350000,00:00 (00:00),Teneke Kafalar,Teneke Kafalar,10
763,Predator: Hunting Grounds,29-Apr-21,7.49,0,350000,00:00 (00:00),IllFonic,PlayStation PC LLC,4
764,Bus Simulator 21 Next Stop,7-Sep-21,24.49,0,350000,00:00 (00:00),stillalive studios,astragon Entertainment,9
768,DOOM Eternal: The Ancient Gods - Part Two,18-Mar-21,7.99,0,350000,00:00 (00:00),id Software,Bethesda Softworks,3
771,Until We Die,3-Jun-21,16.99,0,350000,00:00 (00:00),Pixeye Games,Pixeye Games,6
775,King's Bounty II,24-Aug-21,7.99,0,350000,00:00 (00:00),Fulqrum Games,"Fulqrum Publishing, Prime Matter, 方块游戏 (China)",8
779,The Slormancer,6-Apr-21,11.99,0,350000,00:00 (00:00),Slormite Studios,"Slormite Studios, Abiding Bridge",4
783,Encased: A Sci-Fi Post-Apocalyptic RPG,7-Sep-21,4.79,0,350000,00:00 (00:00),Dark Crystal Games,Prime Matter,9
784,SUCCUBUS,5-Oct-21,12.49,0,350000,00:00 (00:00),Madmind Studio,Madmind Studio,10
786,Mr. Prepper,18-Mar-21,9.99,0,350000,00:00 (00:00),Rejected Games,"PlayWay S.A., Rejected Games",3
787,Railroads Online,1-Oct-21,27.99,0,350000,00:00 (00:00),Stefan Kelnberger,astragon Entertainment,10
789,Rubber Bandits,2-Dec-21,3.29,0,350000,00:00 (00:00),Flashbulb,Flashbulb,12
790,Dead Estate,19-Oct-21,8.99,0,350000,00:00 (00:00),Milkbar Lads,2 Left Thumbs,10
791,Yakuza 4 Remastered,28-Jan-21,19.99,0,350000,00:00 (00:00),Ryu Ga Gotoku Studio,SEGA,1
792,Exo One,18-Nov-21,8.49,0,350000,00:00 (00:00),Exbleative,"Future Friends Games, Exbleative",11
793,Yakuza 5 Remastered,28-Jan-21,19.99,0,350000,00:00 (00:00),Ryu Ga Gotoku Studio,SEGA,1
795,The Bus,25-Mar-21,34.99,0,350000,00:00 (00:00),TML-Studios,AeroSoft GmbH,3
796,Becastled,8-Feb-21,11.99,0,350000,00:00 (00:00),Mana Potion Studios,Mana Potion Studios,2
798,Mortal Shell,18-Aug-21,4.49,0,350000,00:00 (00:00),Cold Symmetry,Playstack,8
800,Savage Lands,16-Dec-21,0.99,0,350000,00:00 (00:00),Last Bastion Studios LLC,Last Bastion Studios LLC,12
801,Hood: Outlaws & Legends,10-May-21,3.99,0,350000,00:00 (00:00),Sumo Digital,Focus Entertainment,5
802,Starbase,29-Jul-21,11.89,0,350000,00:00 (00:00),Frozenbyte,Frozenbyte,7
803,Madden NFL 22,19-Aug-21,59.99,0,350000,00:00 (00:00),Tiburon,Electronic Arts,8
807,Ghost Exorcism INC.,15-Jul-21,12.59,0,350000,00:00 (00:00),StudioGoupil,StudioGoupil,7
808,Nickelodeon All-Star Brawl,4-Oct-21,7.49,0,350000,00:00 (00:00),"Ludosity, Fair Play Labs",GameMill Entertainment,10
809,Clownfield 2042,31-Dec-21,0.99,0,350000,00:00 (00:00),RIVERSIDE SPORTS,RIVERSIDE SPORTS,12
812,Necromunda: Hired Gun,31-May-21,13.99,0,350000,00:00 (00:00),Streum On Studio,Focus Entertainment,5
813,Teamfight Manager,1-Mar-21,9.99,0,350000,00:00 (00:00),Team Samoyed,Team Samoyed,3
814,Moncage,15-Nov-21,10.49,0,350000,00:00 (00:00),Optillusion,XD,11
815,Rebel Inc: Escalation,13-Oct-21,7.49,0,350000,00:00 (00:00),Ndemic Creations,Ndemic Creations,10
816,Yakuza 6: The Song of Life,25-Mar-21,19.99,0,350000,00:00 (00:00),Ryu Ga Gotoku Studio,SEGA,3
818,FOREWARNED,10-Sep-21,9.74,0,350000,00:00 (00:00),Dreambyte Games,Dreambyte Games,9
819,HOT WHEELS UNLEASHED,30-Sep-21,9.99,0,350000,00:00 (00:00),Milestone S.r.l.,Milestone S.r.l.,9
820,CryoFall,29-Apr-21,4.59,0,350000,00:00 (00:00),AtomicTorch Studio,Daedalic Entertainment,4
821,Emily is Away <3,16-Apr-21,1.99,0,350000,00:00 (00:00),Kyle Seeley,Kyle Seeley,4
825,Age of Darkness: Final Stand,7-Oct-21,14.73,0,350000,00:00 (00:00),PlaySide Studios,Team17,10
826,FINAL FANTASY,28-Jul-21,11.99,0,350000,00:00 (00:00),Square Enix,Square Enix,7
828,PULSAR: Lost Colony,22-Jun-21,14.99,0,350000,00:00 (00:00),Leafy Games,Leafy Games,6
831,The Tenants,25-Mar-21,14.99,0,350000,00:00 (00:00),Ancient Forge,Frozen District,3
832,Hellish Quart,16-Feb-21,11.89,0,350000,00:00 (00:00),Kubold,Kubold,2
833,Far Away,17-Aug-21,9.09,0,350000,00:00 (00:00),Gratesca,Thermite Games,8
834,Operation: Tango,1-Jun-21,10.99,0,350000,00:00 (00:00),Clever Plays,Clever Plays,6
838,The Rewinder,9-Sep-21,7.49,0,350000,00:00 (00:00),MistyMountainStudio,Gamera Games,9
840,The Dark Pictures Anthology: House of Ashes,21-Oct-21,14.99,0,350000,00:00 (00:00),Supermassive Games,BANDAI NAMCO Entertainment Europe,10
841,Tavern Master,16-Nov-21,7.49,0,350000,00:00 (00:00),Untitled Studio,"Untitled Studio, WhisperGames",11
842,Curse of the Dead Gods,23-Feb-21,6.99,0,350000,00:00 (00:00),Passtech Games,Focus Entertainment,2
843,Hobo: Tough Life,12-Apr-21,14.99,0,350000,00:00 (00:00),Perun Creative,Perun Creative,4
845,Endzone - A World Apart,18-Mar-21,7.49,0,350000,00:00 (00:00),Gentlymad Studios,"Assemble Entertainment, WhisperGames",3
846,MELTY BLOOD: TYPE LUMINA,29-Sep-21,27.49,0,350000,00:00 (00:00),"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",Lasengle Inc.,9
847,The Medium,21-Jan,27.99,0,350000,00:00 (00:00),Bloober Team,"Bloober Team SA                      , NA PUBLISHING INC.",1
848,Sprocket,26-Aug-21,19.99,0,350000,00:00 (00:00),Hamish Dunn,Hamish Dunn,8
854,ALTF4,12-Nov-21,1.49,0,350000,00:00 (00:00),PUMPKIM,PUMPKIM,11
856,Mon Bazou,16-Dec-21,15.99,0,350000,00:00 (00:00),Santa Goat,Santa Goat,12
860,小白兔电商~Bunny e-Shop,11-Nov-21,8.24,0,350000,00:00 (00:00),"落叶岛项目组, 橘子班",NVLMaker,11
861,Lunch Lady,15-Apr-21,3.74,0,350000,00:00 (00:00),Manic Mice,Manic Mice,4
864,Webbed,9-Sep-21,6.99,0,350000,00:00 (00:00),Sbug Games,Sbug Games,9
865,Life is Strange: True Colors,9-Sep-21,23.99,0,350000,00:00 (00:00),Deck Nine,Square Enix,9
866,Milk outside a bag of milk outside a bag of milk,16-Dec-21,6.29,0,350000,00:00 (00:00),Nikita Kryukov,Nikita Kryukov,12
870,Fate Seeker II,22-Nov-21,11.3,0,350000,00:00 (00:00),甲山林娛樂股份有限公司,甲山林娛樂股份有限公司,11
871,Cyber Manhunt,2-Feb-21,5.49,0,350000,00:00 (00:00),Aluba Studio,Aluba Studio,2
872,Pro Soccer Online,15-Nov-21,9.99,0,350000,00:00 (00:00),Skywall Studios LLC,Skywall Studios LLC,11
876,The Room 4: Old Sins,11-Feb-21,4.49,0,350000,00:00 (00:00),Fireproof Games,Fireproof Games,2
882,Touhou Mystia's Izakaya,1-Oct-21,3.59,0,350000,00:00 (00:00),"二色幽紫蝶, Re零同人社","二色幽紫蝶, Re零同人社",10
884,Tiny Bunny,16-Apr-21,10.39,0,350000,00:00 (00:00),Saikono,Saikono,4
888,Rhythm Doctor,26-Feb-21,14.39,0,350000,00:00 (00:00),7th Beat Games,"7th Beat Games, indienova",2
948,Wonhon: A Vengeful Spirit,15-Jul-21,4.79,0,350000,00:00 (00:00),BUSAN SANAI GAMES,SuperGG.com,7
2897,Hormone Wars - Tower Defense,10-Nov-21,9.99,0,350000,00:00 (00:00),3d pixel art studio,3d pixel art studio,11
5065,村庄-The Village,24-Mar-21,5.84,0,350000,00:00 (00:00),橙光游戏,橙光游戏,3
5289,Miasma: Citizens of Free Thought,3-Nov-21,0.49,0,350000,00:00 (00:00),ESP Games,David Addis,11
5290,Undead Menace,29-Oct-21,0.39,0,350000,00:00 (00:00),ASGAME,khukhrovr,10
5419,Find The Sunbed,7-Dec-21,1.99,0,350000,00:00 (00:00),DS | Voxaol,DS | Voxaol,12
5498,Welcome To Lakewood,17-Jun-21,0.99,0,350000,00:00 (00:00),Space Slug Studios,Space Slug Studios,6
5563,Valkyrie: Journey To Midgard,28-Aug-21,0.37,0,350000,00:00 (00:00),Succubella Games,Angel And Demons,8
6315,Shillelagh,10-Nov-21,4.99,0,350000,00:00 (00:00),Andrew Simon Thomas LLC,Andrew Simon Thomas LLC,11
6917,ROUGH KUTS: Night of the Living Dead,23-Mar-21,0.66,0,350000,00:00 (00:00),ROUGH KUTS,ROUGH KUTS,3
7749,DarkHouse,1-Dec-21,1.99,0,350000,00:00 (00:00),VD Games,VD Games,12
7883,WizardChess,1-Oct-21,7.49,0,350000,00:00 (00:00),TwoPM Studios,2 Left Thumbs,10
7945,The Dawning Clocks Of Time,8-Sep-21,10.99,0,350000,00:00 (00:00),Spacefarer Games Limited,Spacefarer Games Limited,9
8122,SEARCH ALL - STEAMPUNK,20-Nov-21,0.49,0,350000,00:00 (00:00),Laush Dmitriy Sergeevich,Laush Studio,11
8163,Floor is Lava,29-Nov-21,1.49,0,350000,00:00 (00:00),galesoozka,galesoozka,11
8178,HEXCRAFT: Harlequin Fair,22-Oct-21,8.44,0,350000,00:00 (00:00),Oleander Garden,Hex Code Coven,10
8473,Star Shift Origins,8-Nov-21,3.19,0,350000,00:00 (00:00),Psychronic Game Studios,"G-DEVS.com, Psychronic Games",11
8560,Gem Wizards Tactics,16-Feb-21,5.99,0,350000,00:00 (00:00),Keith Burgun Games,Keith Burgun Games,2
8936,戾谈,18-Jan-21,0,0,350000,00:00 (00:00),SPG Mistarille,SPG Mistarille,1
9106,Timerunner,13-Dec-21,0.63,0,350000,00:00 (00:00),Sicarius,G-DEVS.com,12
9333,White Hell,12-Aug-21,11.99,0,350000,00:00 (00:00),"Robert Raulus, Mikko Tamper, Antti Allén",KeleSoft avoin yhti?,8
9593,Fake Hostel,16-Sep-21,1.49,0,350000,00:00 (00:00),Romantic Room,Romantic Room,9
9596,Last Room,14-Jun-21,0.41,0,350000,00:00 (00:00),RelluRealGames,Gigantum Games,6
9659,Land of War - The Beginning,10-Jun-21,19.99,0,350000,00:00 (00:00),MS GAMES,MS GAMES SP. Z O.O.,6
9836,GRAVEN,26-May-21,19.99,0,350000,00:00 (00:00),Slipgate Ironworks?,"3D Realms, Fulqrum Publishing",5
9871,Enigmoon,12-Nov-21,19.99,0,350000,00:00 (00:00),Tup? Games,Tup? Games,11
9999,No Umbrellas Allowed,3-Sep-21,15.99,0,350000,00:00 (00:00),Hoochoo Game Studios,Hoochoo Game Studios,9
10041,FINAL FANTASY V,10-Nov-21,17.99,0,350000,00:00 (00:00),Square Enix,Square Enix,11
10042,Toree 3D,9-Apr-21,0.49,0,350000,00:00 (00:00),Siactro,Siactro,4
10046,SYNTHETIK 2,11-Nov-21,15.99,0,350000,00:00 (00:00),Flow Fire Games,Flow Fire Games,11
10076,FINAL FANTASY II,28-Jul-21,11.99,0,350000,00:00 (00:00),Square Enix,Square Enix,7
10092,HellSign,24-Feb-21,4.99,0,350000,00:00 (00:00),Ballistic Interactive,Ballistic Interactive,2
10102,Paper Bride,2-Dec-21,7.99,0,350000,00:00 (00:00),HeartBeat Plus,HeartBeat Plus,12
6,Ragnarock,15-Jul-21,9.99,87,150000,00:00 (00:00),WanadevStudio,WanadevStudio,7
18,HUNTDOWN,12-May-21,3.99,85,150000,00:00 (00:00),Easy Trigger Games,Coffee Stain Publishing,5
22,Heavenly Bodies,7-Dec-21,13.99,84,150000,00:00 (00:00),2pt Interactive,2pt Interactive,12
23,Atelier Ryza 2: Lost Legends & the Secret Fairy,25-Jan-21,29.99,84,150000,00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1
37,Demeo,6-May-21,23.99,83,150000,00:00 (00:00),Resolution Games,Resolution Games,5
39,The Great Ace Attorney Chronicles,26-Jul-21,19.99,83,150000,00:00 (00:00),"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",7
65,Doctor Who: The Lonely Assassins,18-Mar-21,2.03,81,150000,00:00 (00:00),Kaigan Games Oü,"Maze Theory, Another Indie",3
66,Boomerang X,8-Jul-21,9.99,81,150000,00:00 (00:00),DANG!,Devolver Digital,7
68,Happy Game,28-Oct-21,5.9,81,150000,00:00 (00:00),Amanita Design,Amanita Design,10
69,Labyrinth City: Pierre the Maze Detective,22-Jun-21,7.79,81,150000,00:00 (00:00),Darjeeling,Pixmain,6
71,Trials of Fire,9-Apr-21,6.79,81,150000,00:00 (00:00),Whatboy Games,Whatboy Games,4
77,Dark Deity,15-Jun-21,9.99,80,150000,00:00 (00:00),Sword & Axe LLC,Freedom Games,6
79,ATOM RPG Trudograd,13-Sep-21,5.49,80,150000,00:00 (00:00),AtomTeam,AtomTeam,9
91,Ocean's Heart,21-Jan-21,5.99,79,150000,00:00 (00:00),Max Mraz,Nordcurrent Labs,1
92,LEGO Builder's Journey,22-Jun-21,6.79,79,150000,00:00 (00:00),Light Brick Studio,LEGO? Games,6
93,Shin Megami Tensei III Nocturne HD Remaster,20-May-21,17.49,79,150000,00:00 (00:00),ATLUS,SEGA,5
99,Let's Build a Zoo,5-Nov-21,10.99,78,150000,00:00 (00:00),Springloaded,No More Robots,11
101,Roguebook,17-Jun-21,8.74,78,150000,00:00 (00:00),Abrakam Entertainment SA,Nacon,6
118,Sherlock Holmes Chapter One,15-Nov-21,13.49,77,150000,00:00 (00:00),Frogwares,Frogwares,11
121,Omno,28-Jul-21,3.79,76,150000,00:00 (00:00),Studio Inkyfox,"Future Friends Games, StudioInkyfox",7
123,Eldest Souls,29-Jul-21,4.99,76,150000,00:00 (00:00),Fallen Flag Studio,"United Label, CI Games",7
126,Legend of Keepers: Career of a Dungeon Manager,29-Apr-21,5.99,76,150000,00:00 (00:00),Goblinz Studio,Goblinz Publishing,4
145,In Sound Mind,28-Sep-21,3.49,75,150000,00:00 (00:00),We Create Stuff,Modus Games,9
163,Nebuchadnezzar,17-Feb-21,9.99,73,150000,00:00 (00:00),Nepos Games,Nepos Games,2
164,SLUDGE LIFE,2-Jun-21,2.99,73,150000,00:00 (00:00),"Terri Vellmann, Doseone",Devolver Digital,6
165,Spellcaster University,15-Jun-21,14.99,73,150000,00:00 (00:00),Sneaky Yak Studio,"Sneaky Yak Studio, WhisperGames",6
174,Gamedec - Definitive Edition,16-Sep-21,13.49,72,150000,00:00 (00:00),Anshar Studios,Anshar Publishing,9
181,The Sinking City,26-Feb-21,5.99,71,150000,00:00 (00:00),Frogwares,Nacon,2
182,Banners of Ruin,29-Jul-21,6.99,71,150000,00:00 (00:00),MonteBearo,"Goblinz Publishing, Maple Whispering Limited",7
186,Lake,1-Sep-21,9.99,70,150000,00:00 (00:00),Gamious,"Whitethorn Games, Gamious",9
194,The Invisible Hand,7-May-21,3.89,69,150000,00:00 (00:00),Power Struggle Games,Fellow Traveller,5
220,Eximius: Seize the Frontline,16-Mar-21,4.99,53,150000,00:00 (00:00),Ammobox Studios,Ammobox Studios,3
278,孙美琪疑案 第四季,5-Feb-21,0,0,150000,00:00 (00:00),QZQ Studio,"H.P.Y.S,LLC",2
317,Atrius Star,10-Feb-21,0,0,150000,00:00 (00:00),Atomic Lollypop,Atomic Lollypop,2
337,Mercenary Skirmish,26-Mar-21,0,0,150000,00:00 (00:00),4ugui,4ugui,3
339,孙美琪疑案 第二季,10-Jan-21,0,0,150000,00:00 (00:00),QZQ Studio,"H.P.Y.S,LLC",1
354,Motor Assailant: Prologue,2-Mar-21,0,0,150000,00:00 (00:00),DSW Games,DSW Games,3
382,Orion: The Eternal Punishment,5-Jan-21,0,0,150000,00:00 (00:00),Frogames SL,Juan Gabriel Gomila,1
438,Rifle Strike,19-Mar-21,0,0,150000,00:00 (00:00),"?těpán Sedmík, Luká? Vorlí?ek",Jakub Sedmík,3
490,Wild Dose: First Session,1-Mar-21,0,0,150000,00:00 (00:00),Lappi Soft,Lappi Soft,3
498,Protoball,8-Sep-21,0,0,150000,00:00 (00:00),Studio Z 3D,Studio Z 3D,9
531,BATTLESHIP APOLLO,5-Sep-21,0,0,150000,00:00 (00:00),Parallel Space Inc,Parallel Space Inc,9
535,Bounty Below,14-Oct-21,0,0,150000,00:00 (00:00),William Cheek,William Cheek,10
556,LastCloudia,17-Feb-21,0,0,150000,00:00 (00:00),AIDIS,Boltrend Games,2
576,Doll Explorer Prologue,22-Jan-21,0,0,150000,00:00 (00:00),Pico Games,Pico Games,1
592,Junkyard Simulator: First Car (Prologue 2),31-Mar-21,0,0,150000,00:00 (00:00),Rebelia Games,PlayWay S.A.,3
595,DPS IDLE,21-Aug-21,0,0,150000,00:00 (00:00),YDKR,YDKR,8
598,GET OUT!,2-Mar-21,0,0,150000,00:00 (00:00),Milpitians,Milpitians,3
601,Grow Defense,10-Jan-21,0,0,150000,00:00 (00:00),SoftCowGames,SoftCowGames,1
602,Swing Dunk,15-Sep-21,0,0,150000,00:00 (00:00),Bucketplay Inc.,Bucketplay Inc.,9
612,cyberpunkdreams,14-May-21,0,0,150000,00:00 (00:00),Late Night Games,Late Night Games,5
617,Introvert: A Teenager Simulator,2-Mar-21,0,0,150000,00:00 (00:00),Euphoric Brothers,Euphoric Brothers,3
619,"Run Prop, Run!",23-Jun-21,0,0,150000,00:00 (00:00),PlayTogether Studio,PlayTogether Studio,6
622,B100X - Auto Dungeon RPG,26-Jan-21,0,0,150000,00:00 (00:00),Nussygame,Nussygame,1
623,Hell Architect: Prologue,9-Jun-21,0,0,150000,00:00 (00:00),Woodland Games,Leonardo Interactive,6
624,Bacon May Die,15-Apr-21,0,0,150000,00:00 (00:00),SnoutUp,SnoutUp,4
626,Tadpole Tales,12-Mar-21,0,0,150000,00:00 (00:00),"Andrei Cretu, Giacomo Autili, Tomer Barnea",Pinnical Studio,3
628,Frame of Mind,19-Jan-21,0,0,150000,00:00 (00:00),[SAMPLE TEXT] Studios ltd,[SAMPLE TEXT] Studios ltd,1
630,Super Raft Boat,21-Feb-21,0,0,150000,00:00 (00:00),"Jason Gertner, Carson Kompon, Yukon Wainczak, Jennifer Kindl",Shattered Journal Games,2
631,Soul Dossier,8-Jan-21,0,0,150000,00:00 (00:00),（Hong Kong）GKD Game Studio,鸽屋咕游戏,1
634,Your Chronicle,4-Apr-21,0,0,150000,00:00 (00:00),Samurai Games,Samurai Games,4
636,圣歌德嘉的晚钟,4-Dec-21,0,0,150000,00:00 (00:00),二律背反,旅人计划,12
638,Garbage: Hobo Prophecy,28-Jan-21,0,0,150000,00:00 (00:00),Homebased,"GrabTheGames, UpgradePoint",1
642,Vectorio - Early Access,22-Mar-21,0,0,150000,00:00 (00:00),Ben Nichols,Ben Nichols,3
643,NERTS! Online,5-Jan-21,0,0,150000,00:00 (00:00),Zachtronics,Zachtronics,1
646,Coloring Game 4,30-Jul-21,0,0,150000,00:00 (00:00),L. Stotch,L. Stotch,7
658,Mitoza,5-Mar-21,0,0,150000,00:00 (00:00),Gal Mamalya,Second Maze,3
666,Contraband Police: Prologue,16-Feb-21,0,0,150000,00:00 (00:00),Crazy Rocks,PlayWay S.A.,2
682,Prison Simulator,4-Nov-21,14.99,0,150000,00:00 (00:00),Baked Games S.A.,"Baked Games S.A., PlayWay S.A.",11
685,Turing Complete,2-Oct-21,19.99,0,150000,00:00 (00:00),LevelHead,LevelHead,10
686,TRADER LIFE SIMULATOR,22-Feb-21,3.74,0,150000,00:00 (00:00),DNA ARMY GAMING,DNA ARMY GAMING,2
689,Erzurum,10-Feb-21,0.27,0,150000,00:00 (00:00),Proximity Games,Proximity Games,2
690,UpGun,13-Aug-21,0,0,150000,00:00 (00:00),"MaxEstLa, Zino",MaxEstLa,8
694,100 hidden cats,15-Apr-21,0.29,0,150000,00:00 (00:00),"Anatoliy Loginovskikh, Аlexandr Telminov",Anatoliy Loginovskikh,4
697,Intravenous,26-Jul-21,5.19,0,150000,00:00 (00:00),Explosive Squat Games,Explosive Squat Games,7
699,Patron,10-Aug-21,6.79,0,150000,00:00 (00:00),Overseer Games,Overseer Games,8
707,Lost: Find,3-Dec-21,3.99,0,150000,00:00 (00:00),DSGame,DSGame,12
708,Just Die Already,20-May-21,4.49,0,150000,00:00 (00:00),DoubleMoose Games,Curve Games,5
711,PARQUET,27-Aug-21,11.04,0,150000,00:00 (00:00),YUZUSOFTSOUR,"NekoNyan Ltd., HIKARI FIELD",8
712,恋爱关系/Romance,24-Sep-21,2.39,0,150000,00:00 (00:00),ADOG,ADOG,9
713,Ambrosia,29-Jan-21,11.24,0,150000,00:00 (00:00),Shimobashira Workshop,Kagura Games,1
714,A Total War Saga: TROY,2-Sep-21,24.99,0,150000,00:00 (00:00),"CREATIVE ASSEMBLY, Feral Interactive (Mac)","SEGA, Feral Interactive (Mac)",9
716,Warbox,22-Mar-21,9.99,0,150000,00:00 (00:00),Mantaliss,Mantaliss,3
717,Hoa,24-Aug-21,5.99,0,150000,00:00 (00:00),Skrollcat Studio,"PM Studios, inc., CE-Asia",8
718,Erophone,26-Apr-21,3.99,0,150000,00:00 (00:00),CreamCatGame,CreamCatGame,4
722,Blue Fire,4-Feb-21,6.79,0,150000,00:00 (00:00),Robi Studios,Graffiti Games,2
724,Marfusha,26-Aug-21,5.19,0,150000,00:00 (00:00),hinyari9,hinyari9,8
725,Perfect Heist 2,10-Dec-21,7.49,0,150000,00:00 (00:00),yeswecamp,yeswecamp,12
731,Metal Unit,27-Jan-21,3.74,0,150000,00:00 (00:00),JellySnow Studio,NEOWIZ,1
733,HudSight - custom crosshair overlay,5-Jan-21,4.19,0,150000,00:00 (00:00),Eduard Kozadaev,Eduard Kozadaev,1
736,Emergency Call 112 – The Fire Fighting Simulation 2,18-Mar-21,22.49,0,150000,00:00 (00:00),Crenetic,Aerosoft GmbH,3
737,Growing Up,13-Oct-21,11.99,0,150000,00:00 (00:00),Vile Monarch,Vile Monarch,10
738,Praey for the Gods,14-Dec-21,14.99,0,150000,00:00 (00:00),No Matter Studios,No Matter Studios,12
739,Element TD 2 - Tower Defense,2-Apr-21,7.49,0,150000,00:00 (00:00),Element Studios,Element Studios,4
742,Press Any Button,7-Jan-21,0.59,0,150000,00:00 (00:00),Eugene Zubko,Eugene Zubko,1
745,Crazy Flasher Series 2021,24-Feb-21,0.99,0,150000,00:00 (00:00),Andy Law,Andy Law,2
747,Disciples: Liberation,21-Oct-21,4.99,0,150000,00:00 (00:00),Frima Studio,Kalypso Media,10
751,Walkabout Mini Golf VR,15-Jul-21,7.49,0,150000,00:00 (00:00),Mighty Coconut,Mighty Coconut,7
753,Devil Slayer - Raksasi,22-Apr-21,10.49,0,150000,00:00 (00:00),GlassesCatGames,"GlassesCatGames, indienova",4
755,Fear Therapy,24-Dec-21,2.99,0,150000,00:00 (00:00),Black Flag Studios,Black Flag Studios,12
760,Bang-On Balls: Chronicles,3-Mar-21,10.99,0,150000,00:00 (00:00),Exit Plan Games,Untold Tales,3
765,Surviving the Aftermath,16-Nov-21,20.99,0,150000,00:00 (00:00),Iceflake Studios,Paradox Interactive,11
766,Motor Town: Behind The Wheel,17-Dec-21,17.99,0,150000,00:00 (00:00),P3 Games,P3 Games,12
767,First Class Trouble,1-Nov-21,3.74,0,150000,00:00 (00:00),Invisible Walls,Versus Evil,11
769,This Land Is My Land,20-Oct-21,20.09,0,150000,00:00 (00:00),Game-Labs,Game-Labs,10
770,Severed Steel,17-Sep-21,9.99,0,150000,00:00 (00:00),Greylock Studio,Digerati,9
772,DEEEER Simulator: Your Average Everyday Deer Game,23-Nov-21,7.49,0,150000,00:00 (00:00),Gibier Games,PLAYISM,11
773,Live2DViewerEX,31-Dec-21,4.99,0,150000,00:00 (00:00),Pavo Studio,Pavo Studio,12
774,Sword and Fairy,14-Apr-21,4.24,0,150000,00:00 (00:00),SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT,4
777,SUPER CHICKEN JUMPER,24-Sep-21,1.34,0,150000,00:00 (00:00),"Sewer Cat, Heavy Sheep",Sewer Cat,9
778,Axis & Allies 1942 Online,9-Nov-21,9.99,0,150000,00:00 (00:00),Beamdog,Beamdog,11
780,Summer of '58,21-Jul-21,2.69,0,150000,00:00 (00:00),EMIKA_GAMES,EMIKA_GAMES,7
781,Billionaire Lovers,2-Jul-21,2.39,0,150000,00:00 (00:00),Ayacat Games,Ayacat Games,7
782,风信楼,13-Oct-21,10.79,0,150000,00:00 (00:00),Pingfang Games,Pingfang Games,10
785,Buddy Simulator 1984,18-Feb-21,3.99,0,150000,00:00 (00:00),Not a Sailor Studios,Not a Sailor Studios,2
788,TaleSpire,14-Apr-21,18.74,0,150000,00:00 (00:00),Bouncyrock Entertainment,Bouncyrock Entertainment,4
794,"Warhammer 40,000: Battlesector",22-Jul-21,23.99,0,150000,00:00 (00:00),Black Lab Games,Slitherine Ltd.,7
797,Factory Town,17-Nov-21,7.99,0,150000,00:00 (00:00),Erik Asmussen,Erik Asmussen,11
799,Lost Ruins,13-May-21,9.99,0,150000,00:00 (00:00),ALTARI GAMES,DANGEN Entertainment,5
804,The Last Stand: Aftermath,16-Nov-21,14.99,0,150000,00:00 (00:00),Con Artist Games,Armor Games Studios,11
805,SNKRX,17-May-21,1.79,0,150000,00:00 (00:00),a327ex,a327ex,5
810,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,27-Oct-21,29.99,0,150000,00:00 (00:00),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",10
811,TOGETHER BnB,9-Apr-21,12.59,0,150000,00:00 (00:00),AURORA Games,AURORA Games,4
817,Mosaique Neko Waifus 4,12-Feb-21,0.99,0,150000,00:00 (00:00),Lil Hentai Games,Lil Hentai Games,2
822,Lay a Beauty to Rest: The Darkness Peach Blossom Spring,21-Oct-21,8.39,0,150000,00:00 (00:00),Zero Creation Games,"Zero Creation Games, Fun Quarter",10
823,Behind the Frame: The Finest Scenery,25-Aug-21,8.44,0,150000,00:00 (00:00),Silver Lining Studio,"Akupara Games, Akatsuki Taiwan Inc.",8
837,BAD END THEATER,26-Oct-21,7.99,0,150000,00:00 (00:00),NomnomNami,NomnomNami,10
844,Cozy Grove,7-Apr-21,5.99,0,150000,00:00 (00:00),Spry Fox LLC,Spry Fox LLC,4
863,Before Your Eyes,8-Apr-21,4.99,0,150000,00:00 (00:00),GoodbyeWorld Games,Skybound Games,4
2274,Wild Workshop,28-Jan-21,0,0,150000,00:00 (00:00),"PRIMATE GAMES CO., LTD.","PRIMATE GAMES CO., LTD.",1
2316,Tactical Vanguard Saga,20-Jul-21,4.99,0,150000,00:00 (00:00),Blacc Ski Weekend Industries,Blacc Ski Weekend Industries,7
2358,Fear in The Modern House - CH3,8-Oct-21,1.79,0,150000,00:00 (00:00),Samuka Gomes,Samuka Gomes,10
2579,Thumbelina,11-Mar-21,0.99,0,150000,00:00 (00:00),Li Yu Hong,Li Yu Hong,3
